       -3.1415926536       -3.1415926536      -19.6732153663
       -3.1415926536       -3.0781261353      -19.6577065700
       -3.1415926536       -3.0146596171      -19.6052103132
       -3.1415926536       -2.9511930988      -19.5263739916
       -3.1415926536       -2.8877265806      -19.4302597945
       -3.1415926536       -2.8242600623      -19.3220707643
       -3.1415926536       -2.7607935441      -19.2036161001
       -3.1415926536       -2.6973270258      -19.0754038372
       -3.1415926536       -2.6338605076      -18.9387980914
       -3.1415926536       -2.5703939893      -18.7970976649
       -3.1415926536       -2.5069274710      -18.6549768318
       -3.1415926536       -2.4434609528      -18.5164470865
       -3.1415926536       -2.3799944345      -18.3824702539
       -3.1415926536       -2.3165279163      -18.2499585079
       -3.1415926536       -2.2530613980      -18.1132504013
       -3.1415926536       -2.1895948798      -17.9674613592
       -3.1415926536       -2.1261283615      -17.8117773948
       -3.1415926536       -2.0626618433      -17.6508309726
       -3.1415926536       -1.9991953250      -17.4934023987
       -3.1415926536       -1.9357288068      -17.3489143239
       -3.1415926536       -1.8722622885      -17.2232179664
       -3.1415926536       -1.8087957702      -17.1158897183
       -3.1415926536       -1.7453292520      -17.0208961593
       -3.1415926536       -1.6818627337      -16.9304395135
       -3.1415926536       -1.6183962155      -16.8392744709
       -3.1415926536       -1.5549296972      -16.7463185865
       -3.1415926536       -1.4914631790      -16.6528689636
       -3.1415926536       -1.4279966607      -16.5598009012
       -3.1415926536       -1.3645301425      -16.4664829946
       -3.1415926536       -1.3010636242      -16.3715834187
       -3.1415926536       -1.2375971060      -16.2736978975
       -3.1415926536       -1.1741305877      -16.1704729710
       -3.1415926536       -1.1106640695      -16.0573793219
       -3.1415926536       -1.0471975512      -15.9280473928
       -3.1415926536       -0.9837310329      -15.7760314237
       -3.1415926536       -0.9202645147      -15.5957683693
       -3.1415926536       -0.8567979964      -15.3813481046
       -3.1415926536       -0.7933314782      -15.1247747403
       -3.1415926536       -0.7298649599      -14.8168747302
       -3.1415926536       -0.6663984417      -14.4516195149
       -3.1415926536       -0.6029319234      -14.0306598525
       -3.1415926536       -0.5394654052      -13.5638987244
       -3.1415926536       -0.4759988869      -13.0655970011
       -3.1415926536       -0.4125323687      -12.5501852798
       -3.1415926536       -0.3490658504      -12.0323859784
       -3.1415926536       -0.2855993321      -11.5314642899
       -3.1415926536       -0.2221328139      -11.0742626067
       -3.1415926536       -0.1586662956      -10.6917877495
       -3.1415926536       -0.0951997774      -10.4098212170
       -3.1415926536       -0.0317332591      -10.2397764291
       -3.1415926536        0.0317332591      -10.1762266521
       -3.1415926536        0.0951997774      -10.2021891097
       -3.1415926536        0.1586662956      -10.2976264225
       -3.1415926536        0.2221328139      -10.4455642284
       -3.1415926536        0.2855993321      -10.6335887010
       -3.1415926536        0.3490658504      -10.8522281553
       -3.1415926536        0.4125323687      -11.0926588966
       -3.1415926536        0.4759988869      -11.3448808571
       -3.1415926536        0.5394654052      -11.5965873750
       -3.1415926536        0.6029319234      -11.8334687298
       -3.1415926536        0.6663984417      -12.0420967638
       -3.1415926536        0.7298649599      -12.2150462765
       -3.1415926536        0.7933314782      -12.3552221734
       -3.1415926536        0.8567979964      -12.4754649811
       -3.1415926536        0.9202645147      -12.5923850965
       -3.1415926536        0.9837310329      -12.7181574236
       -3.1415926536        1.0471975512      -12.8561505859
       -3.1415926536        1.1106640695      -13.0031977047
       -3.1415926536        1.1741305877      -13.1555888706
       -3.1415926536        1.2375971060      -13.3129266551
       -3.1415926536        1.3010636242      -13.4766653170
       -3.1415926536        1.3645301425      -13.6457613842
       -3.1415926536        1.4279966607      -13.8148916034
       -3.1415926536        1.4914631790      -13.9781874488
       -3.1415926536        1.5549296972      -14.1357515383
       -3.1415926536        1.6183962155      -14.2968048128
       -3.1415926536        1.6818627337      -14.4756401771
       -3.1415926536        1.7453292520      -14.6827966599
       -3.1415926536        1.8087957702      -14.9183876436
       -3.1415926536        1.8722622885      -15.1730685772
       -3.1415926536        1.9357288068      -15.4358571638
       -3.1415926536        1.9991953250      -15.7024078278
       -3.1415926536        2.0626618433      -15.9771765944
       -3.1415926536        2.1261283615      -16.2681174770
       -3.1415926536        2.1895948798      -16.5785417544
       -3.1415926536        2.2530613980      -16.9026045950
       -3.1415926536        2.3165279163      -17.2274234893
       -3.1415926536        2.3799944345      -17.5394424545
       -3.1415926536        2.4434609528      -17.8299670814
       -3.1415926536        2.5069274710      -18.0965510033
       -3.1415926536        2.5703939893      -18.3407958404
       -3.1415926536        2.6338605076      -18.5654615598
       -3.1415926536        2.6973270258      -18.7730510176
       -3.1415926536        2.7607935441      -18.9656998170
       -3.1415926536        2.8242600623      -19.1447646043
       -3.1415926536        2.8877265806      -19.3091808972
       -3.1415926536        2.9511930988      -19.4536160030
       -3.1415926536        3.0146596171      -19.5686177431
       -3.1415926536        3.0781261353      -19.6438930817

       -3.0781261353       -3.1415926536      -20.0717930173
       -3.0781261353       -3.0781261353      -20.0486135570
       -3.0781261353       -3.0146596171      -19.9914808957
       -3.0781261353       -2.9511930988      -19.9092220448
       -3.0781261353       -2.8877265806      -19.8099083833
       -3.0781261353       -2.8242600623      -19.6986285058
       -3.0781261353       -2.7607935441      -19.5773436918
       -3.0781261353       -2.6973270258      -19.4463980392
       -3.0781261353       -2.6338605076      -19.3065476981
       -3.0781261353       -2.5703939893      -19.1603066971
       -3.0781261353       -2.5069274710      -19.0117711843
       -3.0781261353       -2.4434609528      -18.8649017538
       -3.0781261353       -2.3799944345      -18.7213370442
       -3.0781261353       -2.3165279163      -18.5793747890
       -3.0781261353       -2.2530613980      -18.4350521370
       -3.0781261353       -2.1895948798      -18.2847327327
       -3.0781261353       -2.1261283615      -18.1276378582
       -3.0781261353       -2.0626618433      -17.9670382904
       -3.0781261353       -1.9991953250      -17.8096720865
       -3.0781261353       -1.9357288068      -17.6635429983
       -3.0781261353       -1.8722622885      -17.5347574959
       -3.0781261353       -1.8087957702      -17.4248276359
       -3.0781261353       -1.7453292520      -17.3301573277
       -3.0781261353       -1.6818627337      -17.2441944135
       -3.0781261353       -1.6183962155      -17.1606323514
       -3.0781261353       -1.5549296972      -17.0753135065
       -3.0781261353       -1.4914631790      -16.9861198473
       -3.0781261353       -1.4279966607      -16.8922214693
       -3.0781261353       -1.3645301425      -16.7940034586
       -3.0781261353       -1.3010636242      -16.6930500377
       -3.0781261353       -1.2375971060      -16.5906629452
       -3.0781261353       -1.1741305877      -16.4851658584
       -3.0781261353       -1.1106640695      -16.3705157244
       -3.0781261353       -1.0471975512      -16.2381382960
       -3.0781261353       -0.9837310329      -16.0805032116
       -3.0781261353       -0.9202645147      -15.8927038358
       -3.0781261353       -0.8567979964      -15.6703332521
       -3.0781261353       -0.7933314782      -15.4064130905
       -3.0781261353       -0.7298649599      -15.0919340900
       -3.0781261353       -0.6663984417      -14.7211583433
       -3.0781261353       -0.6029319234      -14.2974850878
       -3.0781261353       -0.5394654052      -13.8342612206
       -3.0781261353       -0.4759988869      -13.3494619975
       -3.0781261353       -0.4125323687      -12.8592839043
       -3.0781261353       -0.3490658504      -12.3769062041
       -3.0781261353       -0.2855993321      -11.9173554355
       -3.0781261353       -0.2221328139      -11.5027788577
       -3.0781261353       -0.1586662956      -11.1613183482
       -3.0781261353       -0.0951997774      -10.9184850870
